minutes_watched,clv,region_western_europe,region_anglosphere,region_rest,channel_facebook,channel_friend,channel_google,channel_instagram,channel_linkedin,channel_other,channel_twitter,channel_youtube
832.0,62.58,0,0,1,0,0,0,0,1,0,0,0
831.0,62.58,0,0,1,0,0,0,0,1,0,0,0
3318.0,174.95,0,0,1,0,0,0,1,0,0,0,0
5792.0,42.12,0,0,1,0,0,0,0,1,0,0,0
218.0,62.58,0,0,1,0,1,0,0,0,0,0,0
265.0,121.0,0,1,0,0,0,0,1,0,0,0,0
6037.0,119.0,0,0,1,0,0,0,0,0,0,0,1
560.0,118.46,0,1,0,0,0,1,0,0,0,0,0
1525.0,119.0,0,0,1,0,0,0,0,1,0,0,0
387.0,167.67,1,0,0,0,0,0,0,0,0,0,1
1219.0,118.8,0,1,0,0,0,0,0,1,0,0,0
246.0,62.58,0,0,1,0,0,0,0,1,0,0,0
1438.0,62.58,0,0,1,1,0,0,0,0,0,0,0
269.0,119.0,0,1,0,0,0,0,0,0,1,0,0
3535.0,17.1,0,0,1,0,0,1,0,0,0,0,0
378.0,186.13,0,0,1,0,0,0,1,0,0,0,0
6783.0,122.67,0,1,0,0,0,0,0,0,1,0,0
118.0,119.0,0,1,0,0,0,1,0,0,0,0,0
991.0,118.58,0,1,0,0,0,0,0,0,0,0,1
38.0,141.64,1,0,0,0,0,0,0,0,0,1,0
6432.0,62.58,0,0,1,0,0,0,0,0,0,1,0
5896.0,119.0,0,0,1,0,0,0,0,0,1,0,0
17997.0,118.88,0,0,1,0,0,0,0,0,0,0,1
44.0,62.58,0,0,1,0,0,0,0,1,0,0,0
399.0,156.0,0,0,1,0,1,0,0,0,0,0,0
2.0,0.0,0,0,1,1,0,0,0,0,0,0,0
437.0,118.65,0,1,0,0,1,0,0,0,0,0,0
434.0,77.3,0,0,1,0,0,0,0,0,0,1,0
101.0,62.58,0,0,1,0,0,0,0,0,0,0,1
40.0,143.0,0,0,1,0,0,0,0,1,0,0,0
445.0,164.0,0,0,1,0,0,0,0,0,0,0,1
909.0,143.0,0,1,0,0,0,0,0,0,1,0,0
419.0,142.45,0,0,1,0,0,0,0,1,0,0,0
368.0,119.0,0,0,1,0,0,0,0,1,0,0,0
651.0,119.0,0,1,0,0,0,0,0,1,0,0,0
10442.0,62.58,0,0,1,1,0,0,0,0,0,0,0
2140.0,62.58,0,0,1,0,1,0,0,0,0,0,0
177.0,62.58,0,0,1,0,0,1,0,0,0,0,0
277.0,72.57,0,0,1,0,1,0,0,0,0,0,0
4396.0,119.0,0,1,0,0,0,0,0,0,0,0,1
373.0,118.42,0,0,1,0,0,0,0,1,0,0,0
5.0,142.36,1,0,0,0,0,0,0,0,1,0,0
1717.0,62.58,0,0,1,1,0,0,0,0,0,0,0
104.0,141.19,1,0,0,0,0,0,0,0,0,1,0
86.0,142.84,1,0,0,0,0,0,0,1,0,0,0
563.0,119.0,0,1,0,0,0,0,0,0,0,0,1
3784.0,34.2,0,0,1,1,0,0,0,0,0,0,0
756.0,35.84,1,0,0,0,0,0,0,0,0,0,1
159.0,119.0,0,0,1,0,0,0,0,0,0,1,0
1593.0,75.2,0,0,1,0,0,0,0,1,0,0,0
325.0,119.0,0,1,0,0,0,0,0,1,0,0,0
10466.0,151.03,0,0,1,0,0,0,0,1,0,0,0
616.0,25.2,0,1,0,0,0,0,0,1,0,0,0
648.0,119.0,0,0,1,1,0,0,0,0,0,0,0
2751.0,148.78,0,0,1,1,0,0,0,0,0,0,0
1056.0,62.58,0,0,1,0,0,0,1,0,0,0,0
481.0,141.17,0,0,1,0,1,0,0,0,0,0,0
8620.0,48.6,0,1,0,0,0,0,0,0,0,0,1
0.0,62.58,1,0,0,0,0,1,0,0,0,0,0
1060.0,62.58,0,0,1,0,0,0,0,0,0,0,1
376.0,96.99,0,0,1,0,1,0,0,0,0,0,0
689.0,25.5,0,0,1,0,0,0,0,0,0,1,0
615.0,14.25,0,0,1,0,1,0,0,0,0,0,0
309.0,119.0,0,1,0,0,0,0,1,0,0,0,0
3436.0,31.16,0,0,1,1,0,0,0,0,0,0,0
682.0,75.2,0,0,1,0,1,0,0,0,0,0,0
585.0,62.58,0,0,1,0,0,1,0,0,0,0,0
222.0,62.58,0,0,1,0,1,0,0,0,0,0,0
38.0,62.58,0,0,1,1,0,0,0,0,0,0,0
388.0,145.45,1,0,0,0,0,0,0,1,0,0,0
2204.0,62.58,0,1,0,0,0,0,1,0,0,0,0
163.0,131.81,0,1,0,0,1,0,0,0,0,0,0
559.0,17.1,0,0,1,1,0,0,0,0,0,0,0
1007.0,62.58,0,0,1,0,0,0,0,0,0,0,1
508.0,164.0,0,0,1,0,1,0,0,0,0,0,0
227.0,62.58,0,0,1,0,0,0,0,0,0,0,1
654.0,62.58,0,0,1,0,0,1,0,0,0,0,0
166.0,130.0,0,0,1,0,0,0,0,1,0,0,0
12040.0,113.58,0,0,1,0,0,1,0,0,0,0,0
89.0,62.58,0,0,1,0,0,0,0,1,0,0,0
399.0,62.58,0,0,1,1,0,0,0,0,0,0,0
638.0,263.0,0,1,0,0,0,0,0,0,1,0,0
6230.0,64.8,0,0,1,0,0,0,0,1,0,0,0
746.0,19.0,0,0,1,0,1,0,0,0,0,0,0
1574.0,62.58,0,0,1,0,0,0,0,1,0,0,0
1545.0,119.0,0,1,0,0,0,1,0,0,0,0,0
748.0,119.0,0,0,1,0,0,0,0,1,0,0,0
125.0,142.69,1,0,0,0,0,1,0,0,0,0,0
1756.0,119.0,0,1,0,0,1,0,0,0,0,0,0
884.0,180.2,0,1,0,0,0,0,0,1,0,0,0
7964.0,62.58,0,0,1,0,0,0,0,0,1,0,0
65.0,149.51,0,0,1,0,0,0,0,0,1,0,0
32.0,62.58,0,0,1,0,0,0,0,0,0,1,0
301.0,148.14,1,0,0,0,0,0,0,1,0,0,0
400.0,119.0,0,0,1,0,0,0,1,0,0,0,0
4222.0,63.63,0,0,1,0,0,0,0,1,0,0,0
952.0,62.58,0,0,1,0,0,0,0,0,1,0,0
106.0,148.32,1,0,0,0,0,1,0,0,0,0,0
34.0,8.0,0,0,1,0,0,0,0,1,0,0,0
782.0,63.63,0,0,1,1,0,0,0,0,0,0,0
553.0,62.58,1,0,0,0,0,1,0,0,0,0,0
423.0,119.0,0,1,0,0,0,0,0,0,0,0,1
646.0,62.58,0,0,1,1,0,0,0,0,0,0,0
297.0,62.58,0,0,1,0,0,1,0,0,0,0,0
189.0,62.58,0,0,1,1,0,0,0,0,0,0,0
2604.0,62.58,0,0,1,0,0,0,0,0,1,0,0
1205.0,142.87,1,0,0,0,0,0,0,0,0,0,1
1154.0,119.07,0,1,0,1,0,0,0,0,0,0,0
1164.0,62.58,0,0,1,1,0,0,0,0,0,0,0
0.0,82.04,0,0,1,0,0,0,0,1,0,0,0
4.0,119.0,0,1,0,0,0,0,0,0,0,0,1
51.0,149.83,0,1,0,0,0,0,0,0,1,0,0
909.0,62.58,0,0,1,1,0,0,0,0,0,0,0
2274.0,36.0,0,1,0,1,0,0,0,0,0,0,0
3173.0,62.58,0,0,1,0,0,0,0,1,0,0,0
23522.0,222.75,0,0,1,0,0,0,0,1,0,0,0
7500.0,119.0,0,1,0,0,0,0,0,0,0,0,1
60.0,119.0,0,1,0,0,0,1,0,0,0,0,0
2610.0,389.51,0,1,0,0,0,1,0,0,0,0,0
1404.0,62.58,0,0,1,0,0,0,0,0,0,0,1
660.0,62.58,0,0,1,0,0,0,0,0,0,0,1
1622.0,121.0,0,0,1,0,0,0,0,1,0,0,0
7320.0,33.25,0,0,1,0,0,0,0,0,1,0,0
1229.0,184.44,0,1,0,0,1,0,0,0,0,0,0
223.0,62.58,0,0,1,0,0,0,0,1,0,0,0
319.0,119.0,0,0,1,0,1,0,0,0,0,0,0
3913.0,359.0,0,1,0,0,0,1,0,0,0,0,0
498.0,62.52,0,0,1,0,0,0,0,1,0,0,0
8617.0,34.2,0,0,1,0,0,0,0,0,0,1,0
2450.0,19.0,0,0,1,0,0,0,1,0,0,0,0
8676.0,119.0,0,0,1,0,0,0,0,1,0,0,0
1043.0,62.58,0,0,1,1,0,0,0,0,0,0,0
1575.0,118.9,0,1,0,0,0,0,0,1,0,0,0
1031.0,119.0,0,1,0,0,0,0,0,0,0,0,1
1759.0,119.0,0,1,0,0,0,0,0,0,0,0,1
945.0,62.58,0,0,1,0,0,1,0,0,0,0,0
463.0,64.8,0,0,1,0,0,0,0,0,0,0,1
1931.0,75.2,0,0,1,0,0,0,0,1,0,0,0
0.0,119.27,0,1,0,0,0,0,0,0,1,0,0
242.0,118.9,0,1,0,0,1,0,0,0,0,0,0
137.0,118.97,0,1,0,0,0,0,0,1,0,0,0
574.0,62.58,0,0,1,1,0,0,0,0,0,0,0
4372.0,62.58,0,0,1,0,0,0,0,0,1,0,0
494.0,1.0,0,0,1,0,1,0,0,0,0,0,0
3729.0,62.58,0,0,1,1,0,0,0,0,0,0,0
284.0,119.0,0,0,1,0,1,0,0,0,0,0,0
2019.0,34.2,0,0,1,0,0,0,0,1,0,0,0
816.0,62.57,0,0,1,0,0,0,0,1,0,0,0
672.0,119.0,0,1,0,0,0,0,0,1,0,0,0
331.0,119.1,0,1,0,0,0,0,0,0,1,0,0
30.0,119.0,0,0,1,0,0,0,0,1,0,0,0
691.0,62.58,0,0,1,0,0,0,0,1,0,0,0
287.0,119.0,0,0,1,0,0,0,0,1,0,0,0
326.0,62.58,0,0,1,0,0,0,0,1,0,0,0
2513.0,62.58,0,0,1,0,1,0,0,0,0,0,0
1512.0,19.0,0,0,1,0,0,0,1,0,0,0,0
237.0,62.58,0,0,1,1,0,0,0,0,0,0,0
1187.0,62.58,0,0,1,0,1,0,0,0,0,0,0
4718.0,62.58,0,0,1,0,0,0,0,0,0,0,1
0.0,63.63,0,0,1,0,1,0,0,0,0,0,0
5408.0,45.9,0,1,0,0,0,0,1,0,0,0,0
324.0,119.0,0,0,1,0,1,0,0,0,0,0,0
5426.0,48.6,0,0,1,0,0,0,0,0,1,0,0
175.0,145.2,1,0,0,0,0,1,0,0,0,0,0
1170.0,62.58,0,0,1,0,0,0,0,0,0,0,1
152.0,142.14,1,0,0,0,0,0,0,0,1,0,0
987.0,119.0,0,0,1,0,1,0,0,0,0,0,0
465.0,119.0,0,0,1,0,0,0,0,0,0,0,1
5522.0,82.63,0,0,1,0,0,1,0,0,0,0,0
454.0,142.82,1,0,0,0,0,0,0,0,0,0,1
108.0,62.58,0,0,1,0,0,0,0,1,0,0,0
72.0,62.58,0,0,1,1,0,0,0,0,0,0,0
1306.0,194.36,0,1,0,0,0,0,0,0,0,1,0
3106.0,62.58,0,0,1,0,0,0,1,0,0,0,0
136.0,62.58,0,0,1,0,0,0,0,1,0,0,0
1148.0,118.66,0,1,0,1,0,0,0,0,0,0,0
211.0,27.0,0,1,0,0,0,0,0,1,0,0,0
1876.0,174.17,0,1,0,0,0,1,0,0,0,0,0
2096.0,119.0,0,0,1,0,0,0,0,1,0,0,0
330.0,119.0,0,1,0,0,0,0,0,1,0,0,0
5337.0,50.06,0,0,1,0,0,0,0,1,0,0,0
312.0,119.0,0,0,1,0,0,1,0,0,0,0,0
2386.0,75.19,0,0,1,0,0,0,0,0,0,0,1
2601.0,293.0,0,1,0,0,0,0,0,1,0,0,0
534.0,36.1,0,1,0,0,0,0,0,1,0,0,0
2313.0,62.58,0,0,1,0,0,0,0,1,0,0,0
9.0,119.0,0,1,0,0,0,0,0,1,0,0,0
109.0,119.0,0,1,0,0,0,1,0,0,0,0,0
3959.0,62.58,0,0,1,0,1,0,0,0,0,0,0
1925.0,62.58,0,0,1,0,0,0,0,1,0,0,0
976.0,138.16,0,0,1,0,0,0,0,1,0,0,0
1584.0,62.58,0,0,1,1,0,0,0,0,0,0,0
13.0,137.98,0,0,1,0,0,0,0,1,0,0,0
16.0,62.57,0,0,1,0,0,0,0,1,0,0,0
171.0,79.41,0,0,1,0,0,0,0,1,0,0,0
3380.0,43.89,1,0,0,0,0,0,0,1,0,0,0
1254.0,143.53,1,0,0,0,0,0,0,1,0,0,0
395.0,183.0,0,0,1,0,1,0,0,0,0,0,0
2838.0,145.91,1,0,0,0,0,0,0,1,0,0,0
3385.0,119.0,0,0,1,0,0,0,0,1,0,0,0
797.0,118.38,0,1,0,0,0,0,0,1,0,0,0
622.0,62.57,0,0,1,0,0,0,0,0,0,0,1
5140.0,119.0,0,0,1,0,0,0,0,1,0,0,0
2501.0,119.0,0,0,1,0,0,0,0,1,0,0,0
1729.0,144.45,1,0,0,1,0,0,0,0,0,0,0
5825.0,62.58,0,0,1,0,0,0,0,1,0,0,0
114.0,119.0,0,1,0,0,1,0,0,0,0,0,0
8802.0,80.37,0,0,1,0,0,0,0,1,0,0,0
345.0,36.0,0,0,1,0,0,0,0,0,0,1,0
495.0,62.57,0,0,1,0,0,0,1,0,0,0,0
10510.0,91.37,0,0,1,0,1,0,0,0,0,0,0
280.0,62.58,0,0,1,0,0,0,0,0,0,0,1
1411.0,159.54,0,0,1,0,0,0,0,1,0,0,0
392.0,118.66,0,0,1,0,1,0,0,0,0,0,0
1288.0,119.0,0,0,1,0,0,1,0,0,0,0,0
5331.0,142.06,0,0,1,0,0,0,0,0,1,0,0
1464.0,148.83,1,0,0,0,0,0,1,0,0,0,0
154.0,143.95,1,0,0,0,0,0,0,1,0,0,0
210.0,119.0,0,0,1,0,0,0,0,1,0,0,0
203.0,78.87,0,0,1,0,1,0,0,0,0,0,0
798.0,141.0,1,0,0,0,0,1,0,0,0,0,0
821.0,119.0,0,1,0,0,1,0,0,0,0,0,0
972.0,62.57,0,0,1,0,0,0,0,0,0,0,1
0.0,119.0,0,1,0,0,0,0,0,0,1,0,0
180.0,147.12,1,0,0,0,0,1,0,0,0,0,0
2008.0,119.24,0,0,1,0,0,1,0,0,0,0,0
2836.0,119.32,0,0,1,0,0,1,0,0,0,0,0
62.0,118.97,0,1,0,0,0,0,0,0,0,0,1
998.0,72.57,0,0,1,0,0,0,0,1,0,0,0
29.0,119.0,0,0,1,1,0,0,0,0,0,0,0
1701.0,62.58,0,0,1,0,0,0,0,0,0,1,0
2828.0,340.25,0,0,1,0,0,0,0,0,0,0,1
222.0,62.58,0,0,1,0,0,1,0,0,0,0,0
2561.0,119.34,0,1,0,0,0,0,0,1,0,0,0
3598.0,119.35,0,1,0,0,0,0,0,1,0,0,0
188.0,62.58,0,0,1,0,0,0,0,0,0,0,1
351.0,91.5,0,0,1,0,0,1,0,0,0,0,0
1950.0,119.0,0,0,1,0,0,1,0,0,0,0,0
269.0,62.58,0,0,1,0,0,0,0,1,0,0,0
4385.0,119.9,0,1,0,0,0,0,0,1,0,0,0
151.0,62.58,0,0,1,0,0,0,0,1,0,0,0
1049.0,62.58,0,0,1,0,0,0,0,1,0,0,0
446.0,64.8,0,0,1,0,0,1,0,0,0,0,0
290.0,63.63,0,0,1,0,0,1,0,0,0,0,0
1150.0,137.98,0,1,0,0,0,0,0,0,1,0,0
645.0,119.08,0,0,1,0,1,0,0,0,0,0,0
157.0,120.0,0,1,0,0,0,0,0,1,0,0,0
368.0,119.0,0,0,1,0,1,0,0,0,0,0,0
5580.0,146.92,1,0,0,0,0,0,0,1,0,0,0
1143.0,91.5,0,0,1,0,0,0,0,1,0,0,0
167.0,119.0,0,1,0,0,0,0,0,1,0,0,0
1680.0,9.5,0,0,1,0,0,0,0,0,1,0,0
327.0,119.0,0,1,0,0,0,0,0,0,0,1,0
104.0,142.36,1,0,0,0,0,0,0,1,0,0,0
20889.0,23.37,0,0,1,0,0,1,0,0,0,0,0
3054.0,144.87,1,0,0,0,0,0,0,1,0,0,0
406.0,142.82,1,0,0,0,0,0,0,1,0,0,0
8065.0,119.0,0,0,1,0,0,0,0,0,0,0,1
52.0,147.0,0,1,0,0,0,0,0,0,0,1,0
413.0,119.0,0,1,0,0,0,0,0,0,0,0,1
1357.0,119.0,0,0,1,0,1,0,0,0,0,0,0
308.0,119.0,0,0,1,0,0,0,0,0,0,1,0
1657.0,119.0,0,1,0,0,1,0,0,0,0,0,0
1784.0,144.96,1,0,0,0,0,0,0,1,0,0,0
1055.0,62.58,0,0,1,0,0,0,0,1,0,0,0
676.0,119.0,0,0,1,0,0,0,0,1,0,0,0
1309.0,36.0,0,0,1,0,0,0,1,0,0,0,0
1102.0,119.0,0,1,0,0,0,0,0,0,0,0,1
2921.0,48.6,0,0,1,0,0,0,0,0,0,1,0
3838.0,62.58,0,1,0,0,1,0,0,0,0,0,0
2919.0,119.0,0,0,1,0,0,0,0,0,0,0,1
201.0,99.01,0,1,0,1,0,0,0,0,0,0,0
2403.0,119.0,0,1,0,0,0,0,0,1,0,0,0
142.0,119.0,0,1,0,0,0,0,0,1,0,0,0
753.0,173.57,0,1,0,0,0,0,0,0,0,0,1
5819.0,46.36,0,0,1,0,0,1,0,0,0,0,0
120.0,119.0,0,1,0,1,0,0,0,0,0,0,0
2809.0,119.0,0,0,1,0,1,0,0,0,0,0,0
131.0,119.0,0,0,1,0,0,1,0,0,0,0,0
47.0,119.0,0,1,0,0,0,0,0,1,0,0,0
2333.0,62.58,0,0,1,0,0,0,0,0,1,0,0
106.0,72.57,0,0,1,0,0,0,0,1,0,0,0
0.0,84.14,0,0,1,0,0,1,0,0,0,0,0
7.0,62.58,0,0,1,0,0,0,0,1,0,0,0
1860.0,62.58,0,0,1,0,0,0,0,1,0,0,0
189.0,119.0,0,1,0,0,0,0,0,1,0,0,0
300.0,119.0,0,1,0,0,0,0,0,0,0,0,1
815.0,62.58,0,0,1,0,0,0,0,0,0,1,0
420.0,62.58,0,0,1,1,0,0,0,0,0,0,0
509.0,19.0,0,0,1,0,0,0,0,1,0,0,0
21.0,149.99,0,0,1,0,0,0,0,1,0,0,0
0.0,121.0,0,1,0,1,0,0,0,0,0,0,0
95.0,119.0,0,1,0,0,0,0,0,1,0,0,0
3915.0,240.0,0,1,0,0,0,0,0,0,0,0,1
126.0,62.58,0,0,1,1,0,0,0,0,0,0,0
345.0,62.58,0,0,1,1,0,0,0,0,0,0,0
4118.0,119.0,0,1,0,0,0,1,0,0,0,0,0
6767.0,144.43,0,0,1,0,0,0,0,1,0,0,0
118.0,62.58,0,0,1,0,0,1,0,0,0,0,0
24.0,164.0,0,1,0,0,0,0,0,0,1,0,0
519.0,119.0,0,1,0,0,0,0,0,0,0,0,1
14289.0,14.25,0,0,1,0,0,1,0,0,0,0,0
528.0,119.0,0,0,1,0,1,0,0,0,0,0,0
261.0,78.87,0,0,1,0,0,0,0,1,0,0,0
15.0,63.63,0,0,1,1,0,0,0,0,0,0,0
4017.0,62.58,0,0,1,0,0,0,0,0,0,0,1
407.0,36.0,0,0,1,0,1,0,0,0,0,0,0
713.0,143.0,0,1,0,0,0,0,0,0,1,0,0
756.0,62.58,0,0,1,1,0,0,0,0,0,0,0
1666.0,25.65,1,0,0,0,0,0,0,1,0,0,0
7625.0,62.58,0,0,1,0,0,0,0,1,0,0,0
628.0,36.0,0,0,1,0,1,0,0,0,0,0,0
837.0,119.0,1,0,0,0,1,0,0,0,0,0,0
3.0,62.57,0,0,1,0,0,0,0,1,0,0,0
1494.0,62.58,0,1,0,0,0,0,0,0,1,0,0
78.0,119.0,1,0,0,0,0,0,0,1,0,0,0
189.0,174.0,0,0,1,0,1,0,0,0,0,0,0
137.0,62.57,0,0,1,0,0,0,0,0,0,0,1
2220.0,146.56,1,0,0,0,0,0,0,0,0,0,1
1557.0,180.91,1,0,0,0,0,1,0,0,0,0,0
518.0,62.58,0,0,1,0,1,0,0,0,0,0,0
1933.0,310.99,1,0,0,0,0,0,0,1,0,0,0
8201.0,19.0,0,0,1,0,0,0,0,0,0,0,1
5221.0,62.58,0,0,1,0,0,0,1,0,0,0,0
1723.0,142.22,0,0,1,0,0,1,0,0,0,0,0
409.0,62.58,0,0,1,0,0,0,0,1,0,0,0
529.0,119.0,0,0,1,0,0,0,0,1,0,0,0
192.0,63.63,0,0,1,1,0,0,0,0,0,0,0
2235.0,119.0,0,0,1,0,0,0,0,1,0,0,0
6127.0,174.0,0,0,1,0,0,0,0,0,1,0,0
138.0,91.5,0,0,1,0,0,1,0,0,0,0,0
542.0,19.0,0,0,1,0,1,0,0,0,0,0,0
988.0,119.0,0,1,0,0,0,1,0,0,0,0,0
5905.0,119.0,0,1,0,0,0,0,0,0,1,0,0
248.0,119.34,0,1,0,0,0,0,0,0,0,0,1
352.0,119.0,0,0,1,0,0,0,0,1,0,0,0
104.0,118.43,0,1,0,0,0,0,0,0,0,0,1
664.0,119.02,0,0,1,0,0,0,0,1,0,0,0
10700.0,34.2,0,0,1,0,1,0,0,0,0,0,0
46.0,119.0,0,1,0,0,0,0,0,1,0,0,0
3245.0,72.57,0,0,1,0,0,1,0,0,0,0,0
326.0,62.57,0,0,1,0,1,0,0,0,0,0,0
2388.0,62.58,0,0,1,0,0,0,0,0,0,1,0
626.0,119.0,0,1,0,0,0,0,0,0,1,0,0
296.0,119.0,0,1,0,0,0,0,0,1,0,0,0
0.0,119.23,0,1,0,0,0,0,0,1,0,0,0
3146.0,62.58,0,0,1,0,0,1,0,0,0,0,0
156.0,62.58,0,0,1,0,0,0,0,0,0,1,0
7208.0,143.85,0,1,0,0,0,0,0,1,0,0,0
544.0,62.75,0,0,1,0,0,0,0,1,0,0,0
695.0,119.0,0,0,1,0,1,0,0,0,0,0,0
6522.0,118.78,0,1,0,0,0,0,0,1,0,0,0
1024.0,70.24,0,1,0,0,1,0,0,0,0,0,0
1120.0,237.32,0,0,1,0,1,0,0,0,0,0,0
1095.0,62.58,0,0,1,0,0,0,1,0,0,0,0
3976.0,62.58,0,0,1,1,0,0,0,0,0,0,0
4037.0,138.55,1,0,0,0,0,0,0,1,0,0,0
156.0,348.0,0,0,1,0,0,0,1,0,0,0,0
440.0,201.73,0,0,1,0,1,0,0,0,0,0,0
138.0,62.58,0,0,1,0,0,0,0,0,0,1,0
2317.0,59.04,0,1,0,0,0,0,0,0,0,0,1
731.0,389.48,0,1,0,0,0,0,0,0,1,0,0
85.0,62.63,0,0,1,1,0,0,0,0,0,0,0
9535.0,62.58,0,0,1,1,0,0,0,0,0,0,0
345.0,119.0,0,1,0,0,0,0,0,0,1,0,0
579.0,119.0,0,1,0,0,0,0,0,1,0,0,0
471.0,149.99,0,1,0,1,0,0,0,0,0,0,0
377.0,119.0,0,0,1,0,1,0,0,0,0,0,0
386.0,119.0,0,1,0,0,0,1,0,0,0,0,0
393.0,91.5,0,0,1,0,0,0,0,0,1,0,0
1936.0,208.8,1,0,0,0,0,0,0,1,0,0,0
1940.0,143.99,1,0,0,1,0,0,0,0,0,0,0
227.0,27.0,0,1,0,0,1,0,0,0,0,0,0
4828.0,111.62,1,0,0,0,1,0,0,0,0,0,0
171.0,142.14,1,0,0,0,0,0,0,0,0,0,1
297.0,119.0,0,1,0,0,0,0,0,1,0,0,0
1278.0,62.58,0,0,1,0,1,0,0,0,0,0,0
1228.0,147.0,0,0,1,1,0,0,0,0,0,0,0
101.0,118.64,0,1,0,0,0,0,0,1,0,0,0
135.0,62.58,0,0,1,0,0,0,0,0,0,1,0
262.0,119.0,0,0,1,0,0,1,0,0,0,0,0
148.0,86.24,0,0,1,1,0,0,0,0,0,0,0
411.0,62.58,0,0,1,0,0,0,0,0,0,1,0
29.0,119.0,0,1,0,0,0,0,1,0,0,0,0
669.0,119.0,0,1,0,0,0,0,0,0,0,0,1
279.0,119.27,0,0,1,0,0,0,0,1,0,0,0
329.0,62.58,0,0,1,0,0,0,0,0,0,1,0
207.0,62.58,0,0,1,1,0,0,0,0,0,0,0
8349.0,119.09,0,1,0,0,0,0,0,0,1,0,0
1.0,119.0,0,1,0,0,0,0,0,0,0,0,1
107.0,62.58,0,0,1,1,0,0,0,0,0,0,0
350.0,62.58,0,0,1,0,0,0,0,0,0,1,0
1591.0,64.8,1,0,0,0,1,0,0,0,0,0,0
786.0,155.2,0,1,0,0,0,0,1,0,0,0,0
260.0,62.58,0,0,1,0,1,0,0,0,0,0,0
607.0,119.0,0,0,1,0,0,0,0,0,0,1,0
80.0,119.0,0,0,1,0,1,0,0,0,0,0,0
194.0,62.58,0,0,1,0,0,0,0,1,0,0,0
2849.0,229.66,0,0,1,1,0,0,0,0,0,0,0
2891.0,101.02,0,0,1,0,0,0,1,0,0,0,0
53.0,119.0,0,0,1,0,0,0,0,1,0,0,0
615.0,82.04,0,0,1,0,1,0,0,0,0,0,0
52.0,119.0,0,1,0,1,0,0,0,0,0,0,0
3635.0,119.0,0,1,0,0,0,0,0,0,0,0,1
1882.0,62.58,0,0,1,0,0,0,1,0,0,0,0
198.0,119.0,0,1,0,0,0,0,0,1,0,0,0
109.0,62.58,0,0,1,0,0,0,0,1,0,0,0
38.0,119.0,0,1,0,0,0,0,0,0,0,1,0
1453.0,62.58,0,0,1,1,0,0,0,0,0,0,0
933.0,141.64,1,0,0,0,0,0,0,1,0,0,0
979.0,36.0,0,0,1,0,0,0,0,1,0,0,0
899.0,145.72,1,0,0,0,0,0,0,0,1,0,0
784.0,174.0,0,1,0,0,0,1,0,0,0,0,0
454.0,91.5,0,0,1,0,0,0,0,0,0,0,1
1289.0,42.8,1,0,0,1,0,0,0,0,0,0,0
972.0,27.0,0,0,1,0,1,0,0,0,0,0,0
1836.0,144.01,1,0,0,0,0,0,0,0,0,0,1
1242.0,118.32,0,0,1,0,0,1,0,0,0,0,0
235.0,118.88,0,1,0,0,0,1,0,0,0,0,0
976.0,84.14,0,0,1,1,0,0,0,0,0,0,0
419.0,62.58,0,0,1,0,0,1,0,0,0,0,0
106.0,62.58,0,0,1,0,0,0,0,1,0,0,0
1.0,62.57,0,0,1,0,0,0,0,1,0,0,0
1.0,62.58,1,0,0,0,0,0,0,1,0,0,0
2247.0,143.53,1,0,0,1,0,0,0,0,0,0,0
1186.0,9.5,0,1,0,1,0,0,0,0,0,0,0
879.0,143.52,0,0,1,0,0,0,0,0,0,0,1
1074.0,147.58,1,0,0,0,0,0,1,0,0,0,0
605.0,62.58,0,0,1,1,0,0,0,0,0,0,0
970.0,36.0,0,1,0,0,0,0,0,0,0,0,1
795.0,62.58,0,0,1,0,0,1,0,0,0,0,0
1636.0,119.02,1,0,0,0,0,0,1,0,0,0,0
7413.0,62.58,0,0,1,0,0,0,0,1,0,0,0
1806.0,64.8,0,0,1,0,0,0,1,0,0,0,0
237.0,62.58,0,0,1,0,0,0,0,1,0,0,0
22621.0,151.3,0,1,0,0,0,0,0,0,1,0,0
68.0,144.47,1,0,0,0,0,0,0,0,0,0,1
325.0,62.58,0,0,1,0,1,0,0,0,0,0,0
35.0,150.78,0,1,0,0,0,1,0,0,0,0,0
12126.0,62.58,0,0,1,0,1,0,0,0,0,0,0
941.0,27.0,0,0,1,0,0,0,0,1,0,0,0
386.0,119.0,0,0,1,0,1,0,0,0,0,0,0
738.0,119.38,0,1,0,0,0,0,0,0,0,0,1
8312.0,119.36,0,1,0,0,0,0,0,0,0,0,1
1235.0,142.14,1,0,0,0,0,0,0,1,0,0,0
2134.0,62.58,0,0,1,0,1,0,0,0,0,0,0
80.0,118.73,0,1,0,1,0,0,0,0,0,0,0
568.0,196.81,0,0,1,0,0,0,0,0,0,0,1
678.0,113.46,0,0,1,0,0,0,0,1,0,0,0
6008.0,185.99,0,0,1,0,0,0,0,1,0,0,0
506.0,187.32,1,0,0,1,0,0,0,0,0,0,0
12.0,119.02,0,1,0,0,0,0,0,1,0,0,0
2880.0,62.58,0,0,1,1,0,0,0,0,0,0,0
47.0,119.0,0,1,0,0,0,0,0,0,0,0,1
2401.0,314.26,1,0,0,0,0,1,0,0,0,0,0
515.0,78.87,0,0,1,0,0,0,0,1,0,0,0
1703.0,119.0,0,0,1,0,0,0,0,0,1,0,0
